address,suburb,price,weekly_rent,vacancy_rate,orientation,days_on_market
"125/28 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,10000.0,8.653846153846153,0.03,,1
"126 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,860000.0,744.2307692307693,0.03,,1
"126 EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,580071.0,501.9845192307693,0.03,,1
"126 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,1150000.0,995.1923076923076,0.03,,1
"126/2 ARTARMON RD, WILLOUGHBY, NSW",WILLOUGHBY,555000.0,480.2884615384616,0.03,,1
"126A PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,1600000.0,1384.6153846153843,0.03,,1
"127 EASTERN VALLEY WAY, WILLOUGHBY, NSW",WILLOUGHBY,775000.0,670.6730769230769,0.03,,1
"127 ROSEVILLE AVE, ROSEVILLE, NSW",ROSEVILLE,1260000.0,1090.3846153846157,0.03,,1
"128 EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1930000.0,1670.1923076923076,0.03,,1
"128 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,1550000.0,1341.3461538461538,0.03,,1
"128 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,340000.0,294.2307692307692,0.03,,1
"128/28 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,4000.0,3.4615384615384617,0.03,,1
"129 EASTERN VALLEY WAY, CASTLECRAG, NSW",CASTLECRAG,692000.0,598.8461538461538,0.03,,1
"129 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1535000.0,1328.3653846153843,0.03,,1
"12A DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,1280000.0,1107.6923076923076,0.03,,1
"12A HARDEN AVE, NORTHBRIDGE, NSW",NORTHBRIDGE,1310000.0,1133.6538461538462,0.03,,1
"12A VICTORIA AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2511000.0,2172.980769230769,0.03,,1
"13 ALEXANDER AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1170000.0,1012.5,0.03,,1
"13 ALLAMBIE RD, CASTLE COVE, NSW",CASTLE COVE,1500000.0,1298.076923076923,0.03,,1
"13 BARAMBAH RD, ROSEVILLE, NSW",ROSEVILLE,2650000.0,2293.269230769231,0.03,,1
"13 BARINGA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2400000.0,2076.923076923077,0.03,,1
"13 BEDFORD ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,3050000.0,2639.423076923077,0.03,,1
"13 CAMBRIDGE ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2700000.0,2336.538461538461,0.03,,1
"13 CHALEYER ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2005000.0,1735.0961538461538,0.03,,1
"13 CHARLES ST, CASTLECRAG, NSW",CASTLECRAG,2310000.0,1999.0384615384608,0.03,,1
"13 CHOWNE PL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,820000.0,709.6153846153846,0.03,,1
"13 DALKEITH ST, NORTHBRIDGE, NSW",NORTHBRIDGE,2600000.0,2250.0,0.03,,1
"13 EDINBURGH RD, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1870000.0,1618.2692307692307,0.03,,1
"13 EDNA ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1265000.0,1094.7115384615386,0.03,,1
"13 FOURTH AVE, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1262500.0,1092.548076923077,0.03,,1
"13 FRENCHS RD, WILLOUGHBY, NSW",WILLOUGHBY,1240000.0,1073.076923076923,0.03,,1
"13 GARDEN PL, WILLOUGHBY, NSW",WILLOUGHBY,1858000.0,1607.8846153846157,0.03,,1
"13 HARBOUR LN, MIDDLE COVE, NSW",MIDDLE COVE,1400000.0,1211.5384615384614,0.03,,1
"13 HEIGHTS CR, MIDDLE COVE, NSW",MIDDLE COVE,1249000.0,1080.8653846153843,0.03,,1
"13 HIGH ST, WILLOUGHBY, NSW",WILLOUGHBY,961000.0,831.6346153846154,0.03,,1
"13 HORSLEY AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1750000.0,1514.423076923077,0.03,,1
"13 KALGOORLIE ST, WILLOUGHBY, NSW",WILLOUGHBY,1440000.0,1246.1538461538462,0.03,,1
"13 KAMERUKA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,3600000.0,3115.3846153846152,0.03,,1
"13 KENDALL RD, CASTLE COVE, NSW",CASTLE COVE,980000.0,848.0769230769231,0.03,,1
"13 LAUREL ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,2060000.0,1782.6923076923076,0.03,,1
"13 MALACOOTA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1500000.0,1298.076923076923,0.03,,1
"13 MARANA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1900000.0,1644.2307692307693,0.03,,1
"13 MARLBOROUGH RD, WILLOUGHBY, NSW",WILLOUGHBY,500000.0,432.6923076923077,0.03,,1
"13 MINIMBAH RD, NORTHBRIDGE, NSW",NORTHBRIDGE,5325000.0,4608.173076923077,0.03,,1
"13 MORELLA PL, CASTLE COVE, NSW",CASTLE COVE,1765000.0,1527.4038461538462,0.03,,1
"13 NEERIM RD, CASTLE COVE, NSW",CASTLE COVE,3250000.0,2812.5,0.03,,1
"13 NEVILLE ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2770000.0,2397.1153846153848,0.03,,1
"13 PARADISE AVE, ROSEVILLE, NSW",ROSEVILLE,1150000.0,995.1923076923076,0.03,,1
"13 PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,805000.0,696.6346153846154,0.03,,1
"13 RAEBURN AVE, CASTLECRAG, NSW",CASTLECRAG,985000.0,852.4038461538462,0.03,,1
"13 ROSANNA CL, WILLOUGHBY, NSW",WILLOUGHBY,1750000.0,1514.423076923077,0.03,,1
"13 ROSEWALL ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,3198000.0,2767.5,0.03,,1
"13 SECOND AVE, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,3300001.0,2855.7700961538458,0.03,,1
"13 SMALL ST, WILLOUGHBY, NSW",WILLOUGHBY,1760000.0,1523.076923076923,0.03,,1
"13 STANLEY ST, CHATSWOOD, NSW",CHATSWOOD,1026000.0,887.8846153846154,0.03,,1
"13 STRATHMORE PDE, ROSEVILLE, NSW",ROSEVILLE,845000.0,731.25,0.03,,1
"13 TELAK CL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1370000.0,1185.576923076923,0.03,,1
"13 THE BATTLEMENT, CASTLECRAG, NSW",CASTLECRAG,2825000.0,2444.7115384615386,0.03,,1
"13 THE BULWARK, CASTLECRAG, NSW",CASTLECRAG,2265000.0,1960.0961538461536,0.03,,1
"13 THE HIGH TOR, CASTLECRAG, NSW",CASTLECRAG,3000000.0,2596.153846153846,0.03,,1
"13 THE QUARTERDECK, MIDDLE COVE, NSW",MIDDLE COVE,11500000.0,9951.923076923076,0.03,,1
"13 THE REDOUBT, CASTLECRAG, NSW",CASTLECRAG,2590000.0,2241.346153846154,0.03,,1
"13 THIRD AVE, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1478000.0,1279.0384615384614,0.03,,1
"13 WOLLOMBI RD, NORTHBRIDGE, NSW",NORTHBRIDGE,7800000.0,6750.0,0.03,,1
"13 WOONONA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2000000.0,1730.7692307692307,0.03,,1
"13 WYALONG ST, WILLOUGHBY, NSW",WILLOUGHBY,970000.0,839.4230769230769,0.03,,1
"13-15 BARANA PDE, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,2900000.0,2509.6153846153848,0.03,,1
"13/118 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,535000.0,462.9807692307692,0.03,,1
"13/122 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,330000.0,285.5769230769231,0.03,,1
"13/133-137 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,427500.0,369.9519230769231,0.03,,1
"13/147 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,681000.0,589.3269230769231,0.03,,1
"13/167 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,1015000.0,878.3653846153846,0.03,,1
"13/17-25 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,910000.0,787.5,0.03,,1
"13/17-27 PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,470000.0,406.7307692307692,0.03,,1
"13/174 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,535000.0,462.9807692307692,0.03,,1
"13/175 LOWER GIBBES ST, ROSEVILLE, NSW",ROSEVILLE,950000.0,822.1153846153846,0.03,,1
"13/177 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,685000.0,592.7884615384615,0.03,,1
"13/184 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,410000.0,354.8076923076923,0.03,,1
"13/2 FINDLAY AVE, ROSEVILLE, NSW",ROSEVILLE,525000.0,454.3269230769231,0.03,,1
"13/2-14 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,421000.0,364.3269230769231,0.03,,1
"13/20 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,1254000.0,1085.1923076923076,0.03,,1
"13/27-33 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,645000.0,558.1730769230769,0.03,,1
"13/28 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,910000.0,787.5,0.03,,1
"13/280 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,560000.0,484.61538461538464,0.03,,1
"13/280-286 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,420000.0,363.46153846153845,0.03,,1
"13/283 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,640000.0,553.8461538461538,0.03,,1
"13/290-296 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,740000.0,640.3846153846154,0.03,,1
"13/2A SHIRLEY RD, ROSEVILLE, NSW",ROSEVILLE,405000.0,350.4807692307692,0.03,,1
"13/32-40 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,589000.0,509.71153846153845,0.03,,1
"13/380 EASTERN VALLEY WAY, ROSEVILLE, NSW",ROSEVILLE,770000.0,666.3461538461538,0.03,,1
"13/4 FINDLAY AVE, ROSEVILLE, NSW",ROSEVILLE,450000.0,389.4230769230769,0.03,,1
"13/473-477 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,720000.0,623.0769230769231,0.03,,1
"13/5 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,681000.0,589.3269230769231,0.03,,1
"13/5-17 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,540000.0,467.3076923076923,0.03,,1
"13/6 CHURCH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,656000.0,567.6923076923077,0.03,,1
"13/6 LARKIN ST, ROSEVILLE, NSW",ROSEVILLE,480000.0,415.38461538461536,0.03,,1
"13/6 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,575000.0,497.59615384615387,0.03,,1
"13/654 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,420000.0,363.46153846153845,0.03,,1
"13/680 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,988000.0,855.0,0.03,,1
"13/9 KINGS AVE, ROSEVILLE, NSW",ROSEVILLE,1314000.0,1137.1153846153843,0.03,,1
"130 ARCHER ST, ROSEVILLE, NSW",ROSEVILLE,3129131.0,2707.901826923077,0.03,,1
"130 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,1480000.0,1280.7692307692307,0.03,,1
"130A ARCHER ST, ROSEVILLE, NSW",ROSEVILLE,7229200.0,6256.038461538462,0.03,,1
"130A MOWBRAY RD, WILLOUGHBY, NSW",WILLOUGHBY,1020000.0,882.6923076923077,0.03,,1
"131 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,610000.0,527.8846153846154,0.03,,1
"131 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,8325000.0,7204.326923076923,0.03,,1
"132 ARCHER ST, ROSEVILLE, NSW",ROSEVILLE,19500000.0,16875.0,0.03,,1
"132 MOWBRAY RD, WILLOUGHBY, NSW",WILLOUGHBY,865000.0,748.5576923076923,0.03,,1
"133 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,700000.0,605.7692307692307,0.03,,1
"133 MOWBRAY RD, WILLOUGHBY, NSW",WILLOUGHBY,4000000.0,3461.538461538461,0.03,,1
"133 NEERIM RD, CASTLE COVE, NSW",CASTLE COVE,5410000.0,4681.7307692307695,0.03,,1
"134 ARCHER ST, ROSEVILLE, NSW",ROSEVILLE,19500000.0,16875.0,0.03,,1
"134 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,1750000.0,1514.423076923077,0.03,,1
"134 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,1120000.0,969.2307692307692,0.03,,1
"134 EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1390000.0,1202.8846153846157,0.03,,1
"134 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,2900000.0,2509.6153846153848,0.03,,1
"135 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,1010000.0,874.0384615384615,0.03,,1
"135 NEERIM RD, CASTLE COVE, NSW",CASTLE COVE,1500000.0,1298.076923076923,0.03,,1
"136 EDINBURGH RD, CASTLECRAG, NSW",CASTLECRAG,950000.0,822.1153846153846,0.03,,1
"136 HIGH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,725000.0,627.4038461538462,0.03,,1
"136 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,980000.0,848.0769230769231,0.03,,1
"136A EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,662000.0,572.8846153846154,0.03,,1
"137 ASHLEY ST, ROSEVILLE, NSW",ROSEVILLE,1060000.0,917.3076923076924,0.03,,1
"137 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,1400000.0,1211.5384615384614,0.03,,1
"138 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,4285000.0,3708.173076923077,0.03,,1
"138 EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,855000.0,739.9038461538462,0.03,,1
"138 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1300000.0,1125.0,0.03,,1
"138/2 ARTARMON RD, WILLOUGHBY, NSW",WILLOUGHBY,600000.0,519.2307692307693,0.03,,1
"139 HIGH ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,3000000.0,2596.153846153846,0.03,,1
"13A WALTER ST, WILLOUGHBY, NSW",WILLOUGHBY,1052700.0,910.9903846153846,0.03,,1
"14 ABINGDON RD, ROSEVILLE, NSW",ROSEVILLE,2450000.0,2120.192307692308,0.03,,1
"14 ADDISON AVE, ROSEVILLE, NSW",ROSEVILLE,1650000.0,1427.8846153846157,0.03,,1
"14 ALEXANDER AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1900000.0,1644.2307692307693,0.03,,1
"14 ALEXANDER PDE, ROSEVILLE, NSW",ROSEVILLE,1300000.0,1125.0,0.03,,1
"14 ALLAMBIE RD, CASTLE COVE, NSW",CASTLE COVE,1200000.0,1038.4615384615386,0.03,,1
"14 ALPHA RD, WILLOUGHBY, NSW",WILLOUGHBY,725000.0,627.4038461538462,0.03,,1
"14 BANCROFT AVE, ROSEVILLE, NSW",ROSEVILLE,4100000.0,3548.076923076923,0.03,,1
"14 BELLAMBI ST, NORTHBRIDGE, NSW",NORTHBRIDGE,2885000.0,2496.6346153846152,0.03,,1
"14 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,3100000.0,2682.692307692308,0.03,,1
"14 BOURMAC AVE, NORTHBRIDGE, NSW",NORTHBRIDGE,3800000.0,3288.4615384615386,0.03,,1
"14 BROMBOROUGH RD, ROSEVILLE, NSW",ROSEVILLE,1920000.0,1661.5384615384614,0.03,,1
"14 CALGA ST, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,1750000.0,1514.423076923077,0.03,,1
"14 CARNARVON RD, ROSEVILLE, NSW",ROSEVILLE,1950000.0,1687.5,0.03,,1
"14 CHALEYER ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1261000.0,1091.25,0.03,,1
"14 CLERMISTON AVE, ROSEVILLE, NSW",ROSEVILLE,1580000.0,1367.3076923076924,0.03,,1
"14 COBAR ST, WILLOUGHBY, NSW",WILLOUGHBY,1715000.0,1484.1346153846157,0.03,,1
"14 CORONA AVE, ROSEVILLE, NSW",ROSEVILLE,1450000.0,1254.8076923076924,0.03,,1
"14 COURALLIE RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2375000.0,2055.288461538461,0.03,,1
"14 DALKEITH ST, NORTHBRIDGE, NSW",NORTHBRIDGE,1450000.0,1254.8076923076924,0.03,,1
"14 DALMENY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,4100000.0,3548.076923076923,0.03,,1
"14 DORSET RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2700000.0,2336.538461538461,0.03,,1
"14 DUDLEY AVE, ROSEVILLE, NSW",ROSEVILLE,1765000.0,1527.4038461538462,0.03,,1
"14 DULWICH RD, ROSEVILLE, NSW",ROSEVILLE,1040000.0,900.0,0.03,,1
"14 EARL ST, ROSEVILLE, NSW",ROSEVILLE,1180000.0,1021.1538461538462,0.03,,1
"14 EATON ST, WILLOUGHBY, NSW",WILLOUGHBY,976000.0,844.6153846153846,0.03,,1
"14 EDINBURGH RD, WILLOUGHBY, NSW",WILLOUGHBY,2525000.0,2185.096153846154,0.03,,1
"14 FOUNDATION PL, WILLOUGHBY, NSW",WILLOUGHBY,1425000.0,1233.173076923077,0.03,,1
"14 GARDEN PL, WILLOUGHBY, NSW",WILLOUGHBY,1595000.0,1380.2884615384614,0.03,,1
"14 GLENROY AVE, MIDDLE COVE, NSW",MIDDLE COVE,1390000.0,1202.8846153846157,0.03,,1
"14 GORMAN ST, WILLOUGHBY, NSW",WILLOUGHBY,730000.0,631.7307692307693,0.03,,1
"14 GREENFIELD AVE, MIDDLE COVE, NSW",MIDDLE COVE,1200000.0,1038.4615384615386,0.03,,1
"14 GRIFFITH AVE, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,2080000.0,1800.0,0.03,,1
"14 HARRIS ST, WILLOUGHBY, NSW",WILLOUGHBY,750000.0,649.0384615384615,0.03,,1
"14 HEADLAND RD, CASTLE COVE, NSW",CASTLE COVE,1485000.0,1285.0961538461538,0.03,,1
"14 HORSLEY AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1421000.0,1229.7115384615386,0.03,,1
"14 JULIAN ST, WILLOUGHBY, NSW",WILLOUGHBY,1340000.0,1159.6153846153843,0.03,,1
"14 KOONGARA RD, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,1190000.0,1029.8076923076924,0.03,,1
"14 MALVERN AVE, ROSEVILLE, NSW",ROSEVILLE,1470000.0,1272.1153846153843,0.03,,1
"14 MERLIN ST, ROSEVILLE, NSW",ROSEVILLE,1115000.0,964.9038461538462,0.03,,1
"14 OAKVILLE RD, WILLOUGHBY, NSW",WILLOUGHBY,2520000.0,2180.769230769231,0.03,,1
"14 PATRICK ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,950000.0,822.1153846153846,0.03,,1
"14 POCKLEY AVE, ROSEVILLE, NSW",ROSEVILLE,1022000.0,884.4230769230769,0.03,,1
"14 RAEBURN AVE, CASTLECRAG, NSW",CASTLECRAG,2050000.0,1774.0384615384614,0.03,,1
"14 REMUERA ST, WILLOUGHBY, NSW",WILLOUGHBY,1192000.0,1031.5384615384614,0.03,,1
"14 ROCKLEY ST, CASTLECRAG, NSW",CASTLECRAG,8800000.0,7615.384615384615,0.03,,1
"14 ROSANNA CL, WILLOUGHBY, NSW",WILLOUGHBY,2990000.0,2587.5,0.03,,1
"14 ROWE ST, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,840000.0,726.9230769230769,0.03,,1
"14 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,750000.0,649.0384615384615,0.03,,1
"14 SALISBURY RD, WILLOUGHBY, NSW",WILLOUGHBY,885000.0,765.8653846153846,0.03,,1
"14 SHIRLEY RD, ROSEVILLE, NSW",ROSEVILLE,1240000.0,1073.076923076923,0.03,,1
"14 STEPHEN ST, WILLOUGHBY, NSW",WILLOUGHBY,2250000.0,1947.1153846153843,0.03,,1
"14 SUGARLOAF CR, CASTLECRAG, NSW",CASTLECRAG,3010000.0,2604.8076923076924,0.03,,1
"14 TELAK CL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1250000.0,1081.7307692307693,0.03,,1
"14 THE BASTION, CASTLECRAG, NSW",CASTLECRAG,1840000.0,1592.3076923076924,0.03,,1
"14 THOMAS AVE, ROSEVILLE, NSW",ROSEVILLE,4300000.0,3721.153846153846,0.03,,1
"14 TYNESIDE AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,980000.0,848.0769230769231,0.03,,1
"14 UPPER MINIMBAH RD, NORTHBRIDGE, NSW",NORTHBRIDGE,800000.0,692.3076923076923,0.03,,1
"14 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,3800000.0,3288.4615384615386,0.03,,1
"14 WANDELLA AVE, ROSEVILLE, NSW",ROSEVILLE,1190000.0,1029.8076923076924,0.03,,1
"14 WARNERS AVE, WILLOUGHBY, NSW",WILLOUGHBY,850000.0,735.5769230769231,0.03,,1
"14 WARRANE RD, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,1060000.0,917.3076923076924,0.03,,1
"14 WEEMALA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,3900000.0,3375.0,0.03,,1
"14 WILLIS RD, CASTLE COVE, NSW",CASTLE COVE,3000000.0,2596.153846153846,0.03,,1
"14 WYALONG ST, WILLOUGHBY, NSW",WILLOUGHBY,885000.0,765.8653846153846,0.03,,1
"14 ZARA RD, WILLOUGHBY, NSW",WILLOUGHBY,849000.0,734.7115384615385,0.03,,1
"14/1 PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,425000.0,367.7884615384616,0.03,,1
"14/10 NOLA RD, ROSEVILLE, NSW",ROSEVILLE,935000.0,809.1346153846154,0.03,,1
"14/109 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,345000.0,298.5576923076923,0.03,,1
"14/122 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,477000.0,412.7884615384616,0.03,,1
"14/13 CLANWILLIAM ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,985000.0,852.4038461538462,0.03,,1
"14/143 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,590000.0,510.5769230769231,0.03,,1
"14/17-25 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,840000.0,726.9230769230769,0.03,,1
"14/175 LOWER GIBBES ST, ROSEVILLE, NSW",ROSEVILLE,1050000.0,908.6538461538462,0.03,,1
"14/177 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,402000.0,347.88461538461536,0.03,,1
"14/2 FINDLAY AVE, ROSEVILLE, NSW",ROSEVILLE,320000.0,276.9230769230769,0.03,,1
"14/2-14 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,422000.0,365.1923076923077,0.03,,1
"14/2-4 CHURCH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,224000.0,193.84615384615384,0.03,,1
"14/20 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,270000.0,233.65384615384616,0.03,,1
"14/21 EASTERN VALLEY WAY, NORTHBRIDGE, NSW",NORTHBRIDGE,400000.0,346.15384615384613,0.03,,1
"14/24B FORSYTH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,560000.0,484.61538461538464,0.03,,1
"14/260 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,725000.0,627.4038461538462,0.03,,1
"14/27-33 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,465000.0,402.4038461538461,0.03,,1
"14/283 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,953500.0,825.1442307692307,0.03,,1
"14/290-296 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1300000.0,1125.0,0.03,,1
"14/290-296 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,642000.0,555.5769230769231,0.03,,1
"14/2A SHIRLEY RD, ROSEVILLE, NSW",ROSEVILLE,698000.0,604.0384615384615,0.03,,1
"14/30-32 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,407000.0,352.21153846153845,0.03,,1
"14/32-40 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,790000.0,683.6538461538462,0.03,,1
"14/5 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,780000.0,675.0,0.03,,1
"14/5-17 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,350000.0,302.88461538461536,0.03,,1
"14/595 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,134000.0,115.96153846153848,0.03,,1
"14/6 CHURCH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,790000.0,683.6538461538462,0.03,,1
"14/680 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,1100000.0,951.9230769230768,0.03,,1
"14/9 KINGS AVE, ROSEVILLE, NSW",ROSEVILLE,1115000.0,964.9038461538462,0.03,,1
"140 HIGH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,287500.0,248.79807692307693,0.03,,1
"140 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2000000.0,1730.7692307692307,0.03,,1
"141 EASTERN VALLEY WAY, CASTLECRAG, NSW",CASTLECRAG,975000.0,843.75,0.03,,1
"141 HIGH ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1175000.0,1016.8269230769232,0.03,,1
"141/2 ARTARMON RD, WILLOUGHBY, NSW",WILLOUGHBY,520000.0,450.0,0.03,,1
"142 EASTERN VALLEY WAY, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,720000.0,623.0769230769231,0.03,,1
"142 HIGH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,287500.0,248.79807692307693,0.03,,1
"142 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2000000.0,1730.7692307692307,0.03,,1
"143 ASHLEY ST, ROSEVILLE, NSW",ROSEVILLE,3200000.0,2769.230769230769,0.03,,1
"143 DEEPWATER RD, CASTLE COVE, NSW",CASTLE COVE,2446000.0,2116.730769230769,0.03,,1
"143 EASTERN VALLEY WAY, CASTLECRAG, NSW",CASTLECRAG,2267000.0,1961.826923076923,0.03,,1
"144 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1200000.0,1038.4615384615386,0.03,,1
"144/2 ARTARMON RD, WILLOUGHBY, NSW",WILLOUGHBY,645000.0,558.1730769230769,0.03,,1
